Mfg Part Num	Mfg Name	VID	Vendor Part Num	Description	Vendor Qty 1	Vendor Qty 2	Vendor Qty 3	Customer Ref	Price Qty 1	Price Qty 2	Price Qty 3	Vendor Reel Part Num	Vendor Link	Datasheet Link	VID2	Vendor 2 Part Num	Vendor 2 Derivate Part Num	Vendor 2 Price Qty 1	Vendor 2 Link
DF12C(3.0)-50DS-0.5V	Hirose Electric Co Ltd	DK	DF12C(3.0)-50DS-0.5V(81)-ND	CONN RECEPT 50 POS SMD 0.5MM	1000				0.8379				http://search.digikey.com/scripts/DkSearch/dksus.dll?WT.z_header=search_go&lang=en&site=us&keywords=DF12C%283.0%29-50DS-0.5V&x=0&y=0	http://www.hirose.co.jp/cataloge_hp/e53700036.pdf					
RMCF0402JT470R	Stackpole Electronics In	DK	RMCF0402JT470RCT-ND	RES TF 470 OHM 5% 1/16W 0402	10	100	500		0.017	0.007	0.00384	RMCF0402JT470RDKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=RMCF0402JT470RCT-ND	http://www.seielect.com/Catalog/SEI-RMC.pdf					
B4B-PH-K	JST	DK	455-1706-ND	CONN HEADER PH TOP 4POS 2MM	10	100	500		0.11122	0.167	0.139		http://search.digikey.com/scripts/DkSearch/dksus.dll?vendor=0&keywords=B4B-PH-K-S&stock=1	http://www.jst-mfg.com/product/pdf/eng/ePH.pdf					
S02B-PASK-2	JST	DK	455-1847-ND	CONN HEADER PA 2POS SIDE 2MM TIN	10	100	500		0.225	0.1872	0.14974		http://search.digikey.com/scripts/DkSearch/dksus.dll?vendor=0&keywords=S02B-PASK-2&stock=1	http://www.jst-mfg.com/product/pdf/eng/ePA-F.pdf					
B3B-ZR	JST	DK	455-1658-ND	CONN HEADER ZH TOP 3POS 1.5MM	10	100	500		0.123	0.1028	0.08222	455-1682-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=455-1658-ND	http://www.jst-mfg.com/product/pdf/eng/eZH.pdf					
53261-03	Molex Inc	DK	WM7621CT-ND	CONN HEADER 3POS 1.25MM R/A SMD	10	50	100		1.09	0.9082	0.8173	WM7621DKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=WM7621CT-ND	http://www.molex.com/pdm_docs/sd/532610371_sd.pdf					
53261-04	Molex Inc	DK	WM7622CT-ND	CONN HEADER 4POS 1.25MM R/A SMD	10	50	100		1.193	0.994	0.8946	WM7622DKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=WM7622CT-ND	http://www.molex.com/pdm_docs/sd/532610471_sd.pdf					
P120JCT-ND	Panasonic - ECG	DK	P120JCT-ND	RES 120 OHM 1/10W 5% 0402 SMD	1	50	100		0.05	0.0172	0.0131	P120JDKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=P120JCT-ND	http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0001+ERJ2GEJ121X+7+WW					
ERJ-2RKF3570X	Panasonic - ECG	DK	P357LCT-ND	RES 357 OHM 1/10W 1% 0402 SMD	1	50	100		0.06	0.0242	0.0184	P357LDKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=P357LCT-ND	http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ2RKF3570X+7+WW					
AMIS42673ICAG1RG	ON Semiconductor	DK	766-1008-1-ND	TRANSCEIVER CAN HS 3.3V 8-SOIC	1	100	250		2.38	1.666	1.496	766-1008-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=766-1008-1-ND	http://www.onsemi.com/pub_link/Collateral/AMIS-42673-D.PDF					
STM32F103C4T6A	STMicroelectronics	DK	497-8316-ND	MCU ARM 32BIT 16K FLASH 48-LQFP	10	100	250		5.85	4.81	4.42		http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=497-8316-ND	http://www.st.com/internet/com/TECHNICAL_RESOURCES/TECHNICAL_LITERATURE/DATASHEET/CD00210843.pdf					
STM32F102C6T6A	STMicroelectronics	DK	497-8306-ND	MCU ARM 32BIT 32KB FLASH 48-LQFP	10	100	250		5.67	4.662	4.284		http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=497-8306-ND	http://www.st.com/internet/com/TECHNICAL_RESOURCES/TECHNICAL_LITERATURE/DATASHEET/CD00210833.pdf					
LNJ336W83RA	Panasonic - SSG	DK	LNJ337W83RACT-ND	LED GREEN HIGH BRIGHT ESS SMD	1	25	100		0.53	0.348	0.2858	LNJ337W83RADKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=LNJ337W83RACT-ND	http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+SC+4+ATA7003+LNJ337W83RA+8+WW					
LNJ337W83RA	Panasonic - SSG	DK	LNJ337W83RACT-ND	LED GREEN HIGH BRIGHT ESS SMD	1	25	100		0.53	0.31	0.25	LNJ337W83RADKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=LNJ337W83RACT-ND	http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+SC+4+ATA7003+LNJ337W83RA+8+WW					
HMC5883L	Honeywell	DK	342-1082-1-ND	IC COMPASS 3 AXIS I2C 16LCC SMD	1	25	100		3.79	2.2356	1.8829	342-1082-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=342-1082-1-ND	http://media.digikey.com/PDF/Data%20Sheets/Honeywell%20PDFs/HMC5883L.pdf					
STM32F205	STMicroelectronics	DK	497-11157-ND	MCU ARM 1024KB FLASH 64LQFP	1	25	100		15.38	12.9316	11.883		http://search.digikey.com/scripts/DkSearch/dksus.dll?lang=en&site=US&KeyWords=stm32f205rgt6&x=0&y=0	http://www.st.com/internet/com/TECHNICAL_RESOURCES/TECHNICAL_LITERATURE/DATASHEET/CD00237391.pdf					
MCR01MZPJ820	Rohm Semiconductor	DK	RHM82JCT-ND	RES 82 OHM 1/16W 5% 0402 SMD	50	100	250		0.0138	0.0105	0.0078	RHM82JDKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=RHM82JCT-ND	http://www.rohm.com/products/databook/r/pdf/mcr01.pdf					
MCR01MZPJ271	Rohm Semiconductor	DK	RHM270JCT-ND	RES 270 OHM 1/16W 5% 0402 SMD	50	100	250		0.0138	0.0105	0.0078	RHM270JDKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=RHM270JCT-ND	http://www.rohm.com/products/databook/r/pdf/mcr01.pdf	ME	667-ERJ-2GEJ271X	ERJ-2GEJ271X	0.018	http://ch.mouser.com:80/ProductDetail/Panasonic-Electronic-Components/ERJ-2GEJ271X/?qs=sGAEpiMZZMvdGkrng054tx7%2f6%252bNA3LAJVQ4e%252bBNrQSM%3d
951230-2520-AR-PR	3M	DK	3M9197CT-ND	CONN HEADER 30POS 2MM VERT SMD	1	100			2.2	1.6748			http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=3M9197CT-ND	http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtmxTXmXfEEVuQEcuZgVs6EVs6E666666--	ME	538-87759-3050	87759-3050	5.4	http://ch.mouser.com:80/ProductDetail/Molex/87759-3050/?qs=sGAEpiMZZMtsLRyDR9nM10M7wAK5dulTwNabOIeF5lA%3d
ERJ-2RKF2050X	Panasonic - ECG	DK	P205LCT-ND	RES 205 OHM 1/10W 1% 0402 SMD	1	50	100		0.06	0.0242	0.0184	P205LDKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=P205LCT-ND	http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ2RKF2050X+7+WW					
NTGS4111P	ON Semiconductor	DK	NTGS4111PT1G	MOSFET P-CH 30V 2.6A 6-TSOP	10	100	250		0.445	0.3042	0.25352	NTGS4111PT1GOSDKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=NTGS4111PT1GOSCT-ND	http://www.onsemi.com/pub_link/Collateral/NTGS4111P-D.PDF					
NX3225SA-24.000000MHZ	NDK	DK	NX3225SA-24.000000MHZ	CRYSTAL 24.000000 MHZ 8PF SMD	10	50	100		0.92	0.8064	0.6367	644-1052-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=644-1052-1-ND	http://media.digikey.com/pdf/Data%20Sheets/NDK%20PDFs/NX3225SA.pdf	ME	815-ABM8G-24-18-D2Y	ABM8G-24.000MHZ-18-D2Y-T	1.79	http://at.mouser.com:80/ProductDetail/ABRACON/ABM8G-24000MHZ-18-D2Y-T/?qs=sGAEpiMZZMsBj6bBr9Q9aWUu9Vmt5DeoJmWHNLWhJUM%3d
STMPS2171TTR	STMicroelectronics	DK	497-6938-1-ND	IC PWR SWITCH 1CH 1000MA 8-MSOP	10	100	250		1.56	1.274	1.144	497-6938-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=497-6938-1-ND	http://www.st.com/internet/com/TECHNICAL_RESOURCES/TECHNICAL_LITERATURE/DATASHEET/CD00167470.pdf					
STMPS2171STR	STMicroelectronics	DK	497-6856-1-ND	IC PWR SWITCH 1CH 1000MA SOT23-5	10	100	250		1.56	1.274	1.144	497-6856-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=497-6856-1-ND	http://www.st.com/internet/com/TECHNICAL_RESOURCES/TECHNICAL_LITERATURE/DATASHEET/CD00167470.pdf					
FT4232HL	FTDI	DK	768-1026-1-ND	IC USB HS QUAD UART/SYNC 64-LQFP	10	50	100		8.66	8.1	6.84	768-1026-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=768-1026-1-ND	http://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT4232H.pdf					
7M-12.000MEEQ-T	TXC CORPORATION	DK	887-1316-1-ND	CRYSTAL 12.000 MHZ 10PF SMD	10	50	100		1.463	1.2826	1.0125	887-1316-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=887-1316-1-ND	http://www.txccrystal.com/images/pdf/7m-accuracy.pdf					
MMS1208	APEM Components, LLC	DK	679-1854-ND	SWITCH MICRO-MINI SLIDE	10	50	100		1.003	0.85	0.765		http://search.digikey.com/scripts/DkSearch/dksus.dll?WT.z_header=search_go&lang=en&site=us&keywords=MMS1208&x=0&y=0	http://www.apem.com/pdf/MMS_MICRO_SLIDE.pdf					
TS3A24157	Texas Instruments	DK	296-22856-1-ND	IC SWITCH DUAL SPDT 10MSOP	1	25	100		1.41	1.11	0.999	296-22856-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=296-22856-1-ND	http://focus.ti.com/lit/ds/symlink/ts3a24157.pdf					
UX60SC-MB-5ST(80)	Hirose Electric Co Ltd	DK	H11671CT-ND	CONN RCPT USB MINI B R/A SMD	10	25	100		0.62	0.55	0.45	H11671DKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=H11671CT-ND	http://www.hirose.co.jp/cataloge_hp/e24000153.pdf					
EVQ-5PN04K	Panasonic - ECG	DK	P13595SCT-ND	SWITCH LT TOUCH 6X3.5 240GF SMD	10	100	500		0.513	0.4309	0.36936	P13595SDKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=P13595SCT-ND	http://industrial.panasonic.com/www-data/pdf/ATK0000/ATK0000CE7.pdf					
SBH11-PBPC-D10-RA-BK	Sullins Connector Solutions	DK	S9180-ND	CONN HEADR 2.54MM 20POS GOLD R/A	1	25	100		0.76	0.6888	0.4879		http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=S9180-ND	http://www.sullinscorp.com/drawings/145_SBH11-PBPC-D___-RA-___,_11092-B.pdf					
XG4C-3031	Omron Electronics Inc-EMC Div	DK	OR994-ND	CONN PLUG 30POS 3A 300V STRT DIP	1	25	100		1.61	1.4468	1.1576		http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=OR994-ND	http://components.omron.com/components/web/pdflib.nsf/0/1D642D622E2FDCF685257201007DD590/$file/XG4_1110.pdf					
68000-406HLF	FCI	DK	609-3263-ND	CONN HEADER 6POS .100 STR TIN	1	25	100		0.37	0.1744	0.1352		http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=609-3263-ND	http://portal.fciconnect.com/res/en/pdffiles/doc_search/68000.pdf					
93LC46BT-I/ST	Microchip Technology	DK	93LC46BT-I/STCT-ND	IC EEPROM 1KBIT 2MHZ 8TSSOP	10	25	100		0.26	0.25	0.24	93LC46BT-I/STDKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=93LC46BT-I/STCT-ND	http://ww1.microchip.com/downloads/en/DeviceDoc/21749H.pdf					
TXS0102DCUR	Texas Instruments	DK	296-21931-1-ND	IC VOLT-LEVEL TRANSLATOR 8-US8	1	25	100		1.25	0.99	0.891	296-21931-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=296-21931-1-ND	http://focus.ti.com/lit/ds/symlink/txs0102.pdf					
STM32F100C8T6B	STMicroelectronics	DK	497-10499-ND	MCU 32BIT ARM 64K FLASH 48LQFP	10	100	250		3.425	2.8085	2.53452		http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=497-10499-ND	http://www.st.com/internet/com/TECHNICAL_RESOURCES/TECHNICAL_LITERATURE/DATASHEET/CD00251732.pdf					
114-00841-68	Amphenol Commercial Products	DK	114-00841-68-1-ND	CONN MINI MICRO-SD 8PIN PCB GOLD	10	50	100		1.558	1.298	1.1682	114-00841-68-6-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=114-00841-68-1-ND	http://media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/114-00841-68.pdf					
RMCF0402JT1K50	Stackpole Electronics Inc	DK	RMCF0402JT1K50CT-ND	RES TF 1.5K OHM 5% 1/16W 0402	10	50	100		0.017	0.0092	0.007	RMCF0402JT1K50DKR-ND	http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=RMCF0402JT1K50CT-ND	http://www.seielect.com/Catalog/SEI-RMCF.pdf					
